file,line,kind,text,class
lexflow-article-matter-tracker.html,6,text,How a client matter tracker reduces routine status calls — LexFlow,COPY
lexflow-article-matter-tracker.html,65,text,LexFlow,brand/no-translation-needed
lexflow-article-matter-tracker.html,78,text,🇬🇧 English,COPY
lexflow-article-matter-tracker.html,79,text,🇮🇹 Italiano,COPY
lexflow-article-matter-tracker.html,80,text,🇷🇺 Русский,COPY
lexflow-article-matter-tracker.html,103,attr:aria-label,Language note,COPY
lexflow-article-matter-tracker.html,105,text,This article is written in English. A full Italian or Russian version is available on request - write to info@lexflow.com or ask Elisa.,COPY
lexflow-article-matter-tracker.html,106,text,Questo articolo è scritto in inglese. Una versione completa in italiano o in russo è disponibile su richiesta: scrivi a info@lexflow.com o chiedi a Elisa.,COPY
lexflow-article-matter-tracker.html,107,text,Эта статья написана на английском. Полная версия на итальянском или русском языке доступна по запросу: напишите на info@lexflow.com или спросите Елизу.,COPY
lexflow-article-matter-tracker.html,110,text,What a client matter tracker is for,COPY
lexflow-article-matter-tracker.html,111,text,"Clients contact a firm for many reasons, and among the most common is simply to ask what is happening with their matter. That question is reasonable, and it des",COPY
lexflow-article-matter-tracker.html,112,text,"A matter tracker gives clients a secure place to see approved progress updates, upcoming milestones and requests for information, so they can check a routine st",COPY
lexflow-article-matter-tracker.html,113,text,"Its purpose is not to replace the lawyer. A tracker separates operational updates from the conversations that genuinely need professional judgement, strategy, r",COPY
lexflow-article-matter-tracker.html,115,text,How approved updates work,COPY
lexflow-article-matter-tracker.html,117,text,Why updates matter,COPY
lexflow-article-matter-tracker.html,118,text,"Legal work continues even when very little of it is visible from outside the firm. Documents are reviewed, deadlines are calculated, correspondence is prepared,",COPY
lexflow-article-matter-tracker.html,119,text,"Without an update, silence starts to feel like inactivity. The client cannot tell a file that is moving from a file that has been set aside, and the uncertainty",COPY
lexflow-article-matter-tracker.html,119,text,documents under review,COPY
lexflow-article-matter-tracker.html,119,text,"clarifies progress without exposing confidential internal notes: it tells the client the matter is being worked on, without disclosing the firm's reasoning, its",COPY
lexflow-article-matter-tracker.html,121,text,What the page may show,COPY
lexflow-article-matter-tracker.html,122,text,A client-facing matter page is deliberately narrow. In a typical setup it may show:,COPY
lexflow-article-matter-tracker.html,124,text,the current stage of the matter;,COPY
lexflow-article-matter-tracker.html,125,text,the latest approved update;,COPY
lexflow-article-matter-tracker.html,126,text,the next milestone or expected step;,COPY
lexflow-article-matter-tracker.html,127,text,information or documents the firm has requested;,COPY
lexflow-article-matter-tracker.html,128,text,relevant appointments and deadlines;,COPY
lexflow-article-matter-tracker.html,129,text,a clear route to contact the firm when something is urgent.,COPY
lexflow-article-matter-tracker.html,131,text,"Just as important is what stays outside the client view. Internal strategy, private notes, draft opinions, conflict information and any non-disclosable material",COPY
lexflow-article-matter-tracker.html,131,text,how LexFlow works,COPY
lexflow-article-matter-tracker.html,131,text,follows the same matter from both sides.,COPY
lexflow-article-matter-tracker.html,133,text,Access and automation,COPY
lexflow-article-matter-tracker.html,135,text,Passwordless access,COPY
lexflow-article-matter-tracker.html,136,text,"Clients are not asked to create an account. A token-secured URL is a private link associated with a particular matter or an authorised user, and opening it requ",COPY
lexflow-article-matter-tracker.html,137,text,"Removing friction is not the same as removing risk. The firm still has to decide how long a link stays valid, how it is revoked once it should no longer work, w",COPY
lexflow-article-matter-tracker.html,139,text,Proper automation,COPY
lexflow-article-matter-tracker.html,140,text,"Automation earns its place when it removes a step that carries no judgement. A system can confirm receipt of a document, record an approved stage, or remind a c",COPY
lexflow-article-matter-tracker.html,141,text,"Automation should not independently give legal advice, interpret an outcome, or replace a communication that needs to come from the lawyer. The firm decides whi",COPY
lexflow-article-matter-tracker.html,143,text,Who benefits,COPY
lexflow-article-matter-tracker.html,144,text,"Clients benefit because there is less uncertainty: they can see that the matter is progressing, and they know what is expected of them next. Assistants benefit ",COPY
lexflow-article-matter-tracker.html,145,text,"None of that arrives by itself. It follows from deciding what is safe to share, who approves each update, and how the firm handles the cases where a routine pro",COPY
lexflow-article-matter-tracker.html,147,text,Before rollout,COPY
lexflow-article-matter-tracker.html,149,text,Before rollout ask,COPY
lexflow-article-matter-tracker.html,150,text,"Before publishing a client-facing matter page, settle these questions:",COPY
lexflow-article-matter-tracker.html,152,text,Which statuses are safe to show a client without exposing the firm's internal reasoning?,COPY
lexflow-article-matter-tracker.html,153,text,Who approves an update before it becomes visible to the client?,COPY
lexflow-article-matter-tracker.html,154,text,"What information stays hidden, and how is that enforced rather than assumed?",COPY
lexflow-article-matter-tracker.html,155,text,How are links expired and revoked when a matter closes or a recipient changes?,COPY
lexflow-article-matter-tracker.html,156,text,How does an urgent issue escalate to a person who can act on it?,COPY
lexflow-article-matter-tracker.html,157,text,"Does the page work on the devices clients actually use, including older phones?",COPY
lexflow-article-matter-tracker.html,158,text,"How is access logged, and who reviews those logs?",COPY
lexflow-article-matter-tracker.html,161,text,Scope note,COPY
lexflow-article-matter-tracker.html,162,text,"LexFlow is intended to organise intake, matter progress and client-facing updates. Access behaviour, security settings and automation rules differ between firms",COPY
lexflow-article-matter-tracker.html,165,text,Want to see a client-facing matter page before you decide anything?,COPY
lexflow-article-matter-tracker.html,165,text,Request a walkthrough and demo,COPY
lexflow-article-matter-tracker.html,165,text,", or compare plans on the",COPY
lexflow-article-matter-tracker.html,165,text,pricing page,COPY
lexflow-article-matter-tracker.html,170,text,From first enquiry to organised matter: a practical client-intake workflow for small legal firms,COPY
lexflow-article-matter-tracker.html,171,text,"How LexFlow works, from intake to resolution",COPY
lexflow-article-matter-tracker.html,172,text,Practice areas LexFlow supports,COPY
lexflow-article-matter-tracker.html,173,text,Frequently asked questions about LexFlow,COPY
lexflow-article-matter-tracker.html,174,text,Glossary of practice-management terms,COPY
lexflow-article-matter-tracker.html,175,text,Back to the blog hub,COPY
lexflow-article-matter-tracker.html,188,text,◉ WhatsApp +39 345 023 4084,COPY
lexflow-article-matter-tracker.html,189,text,✉ demo@lexflow.com,COPY
lexflow-article-matter-tracker.html,217,attr:aria-label,LinkedIn,brand/no-translation-needed
lexflow-article-matter-tracker.html,218,attr:aria-label,Instagram,brand/no-translation-needed
lexflow-article-matter-tracker.html,219,attr:aria-label,WhatsApp,brand/no-translation-needed
lexflow-article-matter-tracker.html,220,attr:aria-label,GitHub,brand/no-translation-needed
lexflow-article-matter-tracker.html,221,attr:aria-label,Telegram,brand/no-translation-needed
lexflow-article-matter-tracker.html,334,text,Elisa,brand/no-translation-needed
lexflow-article-matter-tracker.html,335,text,LexFlow's digital intake assistant,COPY
lexflow-article-matter-tracker.html,336,text,Online — intake only,COPY
lexflow-article-matter-tracker.html,339,attr:aria-label,Minimise assistant,COPY
lexflow-article-matter-tracker.html,340,attr:aria-label,Close assistant,COPY
lexflow-article-matter-tracker.html,340,text,&times;,brand/no-translation-needed
lexflow-article-matter-tracker.html,346,attr:aria-label,Conversation with Elisa,COPY
lexflow-article-matter-tracker.html,350,text,"Hi! I'm Elisa, LexFlow's digital intake assistant. I can gather the first details of your request and pass them into the firm's structured intake flow. How can ",COPY
lexflow-article-matter-tracker.html,356,text,Elisa is typing…,COPY
lexflow-article-matter-tracker.html,359,text,Suggested topics,COPY
lexflow-article-matter-tracker.html,361,text,New matter,COPY
lexflow-article-matter-tracker.html,362,text,Matter status,COPY
lexflow-article-matter-tracker.html,363,text,Urgent,COPY
lexflow-article-matter-tracker.html,364,text,Plans &amp; pricing,COPY
lexflow-article-matter-tracker.html,368,text,Write your message to Elisa,COPY
lexflow-article-matter-tracker.html,369,attr:placeholder,e.g. Contract review before a 15 October deadline,COPY
lexflow-article-matter-tracker.html,370,text,Send request,COPY
lexflow-article-matter-tracker.html,374,text,Tell us about the request,COPY
lexflow-article-matter-tracker.html,377,text,Practice area,COPY
lexflow-article-matter-tracker.html,379,text,Civil law,COPY
lexflow-article-matter-tracker.html,380,text,Corporate &amp; business,COPY
lexflow-article-matter-tracker.html,381,text,Family law,COPY
lexflow-article-matter-tracker.html,382,text,Criminal defence,COPY
lexflow-article-matter-tracker.html,383,text,Real estate,COPY
lexflow-article-matter-tracker.html,384,text,Intellectual property,COPY
lexflow-article-matter-tracker.html,385,text,Immigration,COPY
lexflow-article-matter-tracker.html,386,text,Labour &amp; employment,COPY
lexflow-article-matter-tracker.html,387,text,Administrative,COPY
lexflow-article-matter-tracker.html,388,text,Other / not sure,COPY
lexflow-article-matter-tracker.html,392,text,Matter status,COPY
lexflow-article-matter-tracker.html,394,text,New request,COPY
lexflow-article-matter-tracker.html,395,text,Under review,COPY
lexflow-article-matter-tracker.html,396,text,Existing matter,COPY
lexflow-article-matter-tracker.html,400,text,Urgency,COPY
lexflow-article-matter-tracker.html,402,text,Low,COPY
lexflow-article-matter-tracker.html,403,text,Medium,COPY
lexflow-article-matter-tracker.html,404,text,High,COPY
lexflow-article-matter-tracker.html,405,text,Critical,COPY
lexflow-article-matter-tracker.html,409,text,How urgent is this?,COPY
lexflow-article-matter-tracker.html,411,text,Low,COPY
lexflow-article-matter-tracker.html,412,text,Medium,COPY
lexflow-article-matter-tracker.html,413,text,High,COPY
lexflow-article-matter-tracker.html,414,text,Critical,COPY
lexflow-article-matter-tracker.html,420,text,Elisa does not give legal advice and does not replace a lawyer.,COPY
lexflow-article-matter-tracker.html,422,text,Continue on WhatsApp,COPY
lexflow-article-matter-tracker.html,423,text,Urgent matter? Call the firm directly.,COPY
lexflow-article-matter-tracker.html,425,text,Do not send confidential case details here. Internal firm notes are never shown to clients.,COPY
lexflow-article-matter-tracker.html,426,text,Privacy policy,COPY
lexflow-article-matter-tracker.html,431,attr:aria-label,Talk to Elisa — LexFlow's digital intake assistant,COPY
lexflow-article-matter-tracker.html,436,text,Talk to Elisa,COPY
lexflow-article-client-intake.html,1,text,<!DOCTYPE html>,brand/no-translation-needed
lexflow-article-client-intake.html,6,text,From first enquiry to organised matter: a practical client-intake workflow — LexFlow,COPY
lexflow-article-client-intake.html,68,text,LexFlow,brand/no-translation-needed
lexflow-article-client-intake.html,81,text,🇬🇧 English,COPY
lexflow-article-client-intake.html,82,text,🇮🇹 Italiano,COPY
lexflow-article-client-intake.html,83,text,🇷🇺 Русский,COPY
lexflow-article-client-intake.html,106,attr:aria-label,Language note,COPY
lexflow-article-client-intake.html,108,text,This article is written in English. A full Italian or Russian version is available on request - write to info@lexflow.com or ask Elisa.,COPY
lexflow-article-client-intake.html,109,text,Questo articolo è scritto in inglese. Una versione completa in italiano o in russo è disponibile su richiesta: scrivi a info@lexflow.com o chiedi a Elisa.,COPY
lexflow-article-client-intake.html,110,text,Эта статья написана на английском. Полная версия на итальянском или русском языке доступна по запросу: напишите на info@lexflow.com или спросите Елизу.,COPY
lexflow-article-client-intake.html,113,text,What client intake is for,COPY
lexflow-article-client-intake.html,114,text,"Client intake collects, checks and organises the information a firm needs before it decides how to handle a new request. It is not the same as taking instructio",COPY
lexflow-article-client-intake.html,115,text,"A structured flow gives the firm consistent information for every enquiry and reduces the details that get lost when messages arrive across email, chat, handwri",COPY
lexflow-article-client-intake.html,115,text,the LexFlow walkthrough,COPY
lexflow-article-client-intake.html,115,text,shows the same journey end to end.,COPY
lexflow-article-client-intake.html,117,text,The six steps of a repeatable intake workflow,COPY
lexflow-article-client-intake.html,119,text,1. Collect only what is initially needed,numeric/unit
lexflow-article-client-intake.html,120,text,"The first form should ask for enough to review the request, and nothing more. That usually means name and contact details; a short summary of the issue; key dat",COPY
lexflow-article-client-intake.html,121,text,"Mark each field as required or optional, and say why anything sensitive is being asked for. A form that asks for a national identification number with no explan",COPY
lexflow-article-client-intake.html,123,text,2. Classify and review,numeric/unit
lexflow-article-client-intake.html,124,text,"A submission should enter review, not automatically become an accepted matter. Between the two there are checks a firm cannot skip: whether there is a conflict ",COPY
lexflow-article-client-intake.html,125,text,Useful statuses for this stage include: new; conflict review; information required; lawyer review; consultation proposed; accepted; declined; and referred. The ,COPY
lexflow-article-client-intake.html,127,text,3. Assign responsibility,numeric/unit
lexflow-article-client-intake.html,128,text,"Every request needs a visible owner - one person responsible for the review and for the next action. Without an owner, a request can sit with no one aware that ",COPY
lexflow-article-client-intake.html,129,text,A shared flow makes that ownership legible across roles. Assistants can see which requests are missing information and chase it. Lawyers can see what is waiting,COPY
lexflow-article-client-intake.html,131,text,4. Keep information attached,numeric/unit
lexflow-article-client-intake.html,132,text,"Connect emails, form submissions, internal notes, tasks and documents to a single matter record instead of leaving them distributed across inboxes and folders. ",COPY
lexflow-article-client-intake.html,133,text,"Attaching information does not change who may see it. Access must still reflect a person's role, the firm's confidentiality obligations and the security model t",COPY
lexflow-article-client-intake.html,135,text,5. Explain what follows,numeric/unit
lexflow-article-client-intake.html,136,text,"The confirmation a client receives should say three things: that the request was received, whether any information is still missing, and how and when the firm w",COPY
lexflow-article-client-intake.html,137,text,"Be precise about what has not yet happened. Submitting a form does not by itself create a lawyer-client relationship, and it does not guarantee that the firm wi",COPY
lexflow-article-client-intake.html,139,text,6. Measure sensibly,numeric/unit
lexflow-article-client-intake.html,140,text,"Track the numbers that reveal where intake breaks down: how many requests are awaiting review, how long they sit unassigned, how often client information is mis",COPY
lexflow-article-client-intake.html,142,text,Where automation and reviewable AI fit,COPY
lexflow-article-client-intake.html,143,text,"Automation can acknowledge receipt, classify a request by practice area, create a follow-up task, remind staff that a review is outstanding, and ask a client fo",COPY
lexflow-article-client-intake.html,144,text,Reviewable AI extraction can map text from a client's message into structured fields - so a date mentioned in a paragraph lands in the right field without someo,COPY
lexflow-article-client-intake.html,146,text,The intake flow at a glance,COPY
lexflow-article-client-intake.html,147,text,"Reduced to its simplest form, the workflow runs like this:",COPY
lexflow-article-client-intake.html,149,text,1. A visitor submits an enquiry.,numeric/unit
lexflow-article-client-intake.html,150,text,2. Elisa or a member of staff checks that it is complete.,numeric/unit
lexflow-article-client-intake.html,151,text,3. A lawyer reviews suitability and conflicts.,numeric/unit
lexflow-article-client-intake.html,152,text,4. The firm requests missing information or proposes a next step.,numeric/unit
lexflow-article-client-intake.html,153,text,5. An accepted request becomes a matter.,numeric/unit
lexflow-article-client-intake.html,154,text,6. The client receives approved access and updates.,numeric/unit
lexflow-article-client-intake.html,156,text,"The steps are short on purpose. A workflow that nobody follows is worse than no workflow, because it gives the firm the appearance of a process without the reli",COPY
lexflow-article-client-intake.html,156,text,how a client matter tracker reduces routine status calls,COPY
lexflow-article-client-intake.html,158,text,Scope note,COPY
lexflow-article-client-intake.html,159,text,"LexFlow is intended to connect intake, matter tracking, responsibility and client updates. Exact fields, integrations, retention periods and automation behaviou",COPY
lexflow-article-client-intake.html,162,text,Curious how a structured intake flow would look in your firm?,COPY
lexflow-article-client-intake.html,162,text,Request a walkthrough and demo,COPY
lexflow-article-client-intake.html,162,text,", or see what each plan includes on the",COPY
lexflow-article-client-intake.html,162,text,pricing page,COPY
lexflow-article-client-intake.html,167,text,How a client matter tracker reduces routine status calls without weakening the lawyer-client relationship,COPY
lexflow-article-client-intake.html,168,text,Practice areas LexFlow supports,COPY
lexflow-article-client-intake.html,169,text,"How LexFlow works, from intake to resolution",COPY
lexflow-article-client-intake.html,170,text,Frequently asked questions about LexFlow,COPY
lexflow-article-client-intake.html,171,text,Glossary of practice-management terms,COPY
lexflow-article-client-intake.html,172,text,Back to the blog hub,COPY
lexflow-article-client-intake.html,185,text,◉ WhatsApp +39 345 023 4084,COPY
lexflow-article-client-intake.html,186,text,✉ demo@lexflow.com,COPY
lexflow-article-client-intake.html,214,attr:aria-label,LinkedIn,brand/no-translation-needed
lexflow-article-client-intake.html,215,attr:aria-label,Instagram,brand/no-translation-needed
lexflow-article-client-intake.html,216,attr:aria-label,WhatsApp,brand/no-translation-needed
lexflow-article-client-intake.html,217,attr:aria-label,GitHub,brand/no-translation-needed
lexflow-article-client-intake.html,218,attr:aria-label,Telegram,brand/no-translation-needed
lexflow-article-client-intake.html,331,text,Elisa,brand/no-translation-needed
lexflow-article-client-intake.html,332,text,LexFlow's digital intake assistant,COPY
lexflow-article-client-intake.html,333,text,Online — intake only,COPY
lexflow-article-client-intake.html,336,attr:aria-label,Minimise assistant,COPY
lexflow-article-client-intake.html,337,attr:aria-label,Close assistant,COPY
lexflow-article-client-intake.html,337,text,&times;,brand/no-translation-needed
lexflow-article-client-intake.html,343,attr:aria-label,Conversation with Elisa,COPY
lexflow-article-client-intake.html,347,text,"Hi! I'm Elisa, LexFlow's digital intake assistant. I can gather the first details of your request and pass them into the firm's structured intake flow. How can ",COPY
lexflow-article-client-intake.html,353,text,Elisa is typing…,COPY
lexflow-article-client-intake.html,356,text,Suggested topics,COPY
lexflow-article-client-intake.html,358,text,New matter,COPY
lexflow-article-client-intake.html,359,text,Matter status,COPY
lexflow-article-client-intake.html,360,text,Urgent,COPY
lexflow-article-client-intake.html,361,text,Plans &amp; pricing,COPY
lexflow-article-client-intake.html,365,text,Write your message to Elisa,COPY
lexflow-article-client-intake.html,366,attr:placeholder,e.g. Contract review before a 15 October deadline,COPY
lexflow-article-client-intake.html,367,text,Send request,COPY
lexflow-article-client-intake.html,371,text,Tell us about the request,COPY
lexflow-article-client-intake.html,374,text,Practice area,COPY
lexflow-article-client-intake.html,376,text,Civil law,COPY
lexflow-article-client-intake.html,377,text,Corporate &amp; business,COPY
lexflow-article-client-intake.html,378,text,Family law,COPY
lexflow-article-client-intake.html,379,text,Criminal defence,COPY
lexflow-article-client-intake.html,380,text,Real estate,COPY
lexflow-article-client-intake.html,381,text,Intellectual property,COPY
lexflow-article-client-intake.html,382,text,Immigration,COPY
lexflow-article-client-intake.html,383,text,Labour &amp; employment,COPY
lexflow-article-client-intake.html,384,text,Administrative,COPY
lexflow-article-client-intake.html,385,text,Other / not sure,COPY
lexflow-article-client-intake.html,389,text,Matter status,COPY
lexflow-article-client-intake.html,391,text,New request,COPY
lexflow-article-client-intake.html,392,text,Under review,COPY
lexflow-article-client-intake.html,393,text,Existing matter,COPY
lexflow-article-client-intake.html,397,text,Urgency,COPY
lexflow-article-client-intake.html,399,text,Low,COPY
lexflow-article-client-intake.html,400,text,Medium,COPY
lexflow-article-client-intake.html,401,text,High,COPY
lexflow-article-client-intake.html,402,text,Critical,COPY
lexflow-article-client-intake.html,406,text,How urgent is this?,COPY
lexflow-article-client-intake.html,408,text,Low,COPY
lexflow-article-client-intake.html,409,text,Medium,COPY
lexflow-article-client-intake.html,410,text,High,COPY
lexflow-article-client-intake.html,411,text,Critical,COPY
lexflow-article-client-intake.html,417,text,Elisa does not give legal advice and does not replace a lawyer.,COPY
lexflow-article-client-intake.html,419,text,Continue on WhatsApp,COPY
lexflow-article-client-intake.html,420,text,Urgent matter? Call the firm directly.,COPY
lexflow-article-client-intake.html,422,text,Do not send confidential case details here. Internal firm notes are never shown to clients.,COPY
lexflow-article-client-intake.html,423,text,Privacy policy,COPY
lexflow-article-client-intake.html,428,attr:aria-label,Talk to Elisa — LexFlow's digital intake assistant,COPY
lexflow-article-client-intake.html,433,text,Talk to Elisa,COPY
